名字,户型,可住,价格,图片,评价,类型,城市
【愫隐居】静雅3房2床|楼下地铁口|网红博主民宿|单独茶室书房|可做饭|可棋牌,2室,宜住4人,￥498,,"
                                        5.0
                                    ",整租,suzhou
【观雨】小院步行拙政园苏博2分钟狮子林隔壁 步行平江路5分钟 米家投影苏州站观前街山塘街 六号地铁口,2室,宜住4人,￥470,,"
                                        5.0
                                    ",整租,suzhou
【浮翠】小院步行拙政园苏博2分钟狮子林隔壁 步行平江路5分钟 米家苏州站观前街山塘街 地铁口,1室,宜住2人,￥390,,"
                                        5.0
                                    ",整租,suzhou
【悬铃】小院步行拙政园苏博2分钟狮子林隔壁 步行平江路5分钟 米家智能投影 苏州站观前街山塘街地铁口,2室,宜住4人,￥470,,"
                                        5.0
                                    ",整租,suzhou
古运河观景民宿，亲子、闺蜜好友房。双床大床房空间宽敞，可入住3-5人。,1室,宜住5人,￥336,,"
                                        5.0
                                    ",整租,suzhou
云端漫步（两室三床复式公寓）,2室,宜住6人,￥355,,"
                                        5.0
                                    ",整租,suzhou
星光耀LOFT公寓近虎丘湿地公园山塘街平江路火车站高速口地铁直达整洁干净密码入住、免费寄存、免费停车,1室,宜住2人,￥688,,"
                                        5.0
                                    ",整租,suzhou
湖景【盘云居云端】高端全自动麻将桌/带300平露台花园/120寸投影仪/可烧烤轰趴/渔洋山/,3室,宜住8人,￥788,,"
                                        5.0
                                    ",整租,suzhou
【盘云居鳳雲】太湖西山岛中别墅/一线湖景/自驾去西山五分钟/120寸投影仪麻将机/六卧7床可住14人,6室,宜住14人,￥1188,,"
                                        5.0
                                    ",整租,suzhou
【盘云居云顶之星】西山岛/高端六室独栋别墅/6卧8床/可住14人/麻将机/投影仪/私家花园,6室,宜住14人,￥1188,,"
                                        5.0
                                    ",整租,suzhou
【盘云居云梦】台球室/百寸投影仪/太湖高端四室/全自动麻将桌/商圈地段/国际会议中心/近大脑银行,4室,宜住8人,￥600,,"
                                        5.0
                                    ",整租,suzhou
湖景【盘云居云雾】太湖高端六室大湖景/全自动麻将桌/阳光房/国际会议中心/穹窿山/近大脑银行,6室,宜住12人,￥888,,"
                                        5.0
                                    ",整租,suzhou
湖景【盘云居云来酒店】度假区大四室湖景房/全自动麻将机/近国际会议中心/近大脑银行/渔洋山/植物园/,4室,宜住8人,￥588,,"
                                        5.0
                                    ",整租,suzhou
【盘云居暗香】太湖高端四室/麻将桌/百寸投影仪/近太湖湿地公园/地铁站700米/穹窿山/渔阳山,4室,宜住8人,￥458,,"
                                        5.0
                                    ",整租,suzhou
【盘云居云间】太湖高端四室/全自动麻将桌/商圈地段/地铁站/国际会议中心/近大脑银行,4室,宜住8人,￥458,,"
                                        5.0
                                    ",整租,suzhou
湖景【盘云居星云】太湖高端大四室一线湖景房/全自动麻将机/近太湖湿地公园/地铁站1.2公里/植物园,4室,宜住8人,￥688,,"
                                        5.0
                                    ",整租,suzhou
苏城小院独栋民宿近拙政园平江路观前街,4室,宜住9人,￥988,,"
                                        5.0
                                    ",整租,suzhou
独居公寓/北欧简约/近地铁/可做饭/长短租,1室,宜住2人,￥188,,"
                                        5.0
                                    ",整租,suzhou
豪华公寓/近地铁/独套大窗/可做饭/简约北欧风,1室,宜住2人,￥188,,"
                                        5.0
                                    ",整租,suzhou
独套/大飘窗/长租、短租/近地铁/可做饭,1室,宜住2人,￥158,,"
                                        5.0
                                    ",整租,suzhou
巨幕投影/近地铁/大飘窗/可做饭/独套公寓,1室,宜住2人,￥158,,"
                                        5.0
                                    ",整租,suzhou
北欧清新/独居公寓/上海地铁/可做饭/长短租,1室,宜住2人,￥158,,"
                                        5.0
                                    ",整租,suzhou
豪华公寓/简约/可长、短租/近地铁/可做饭,1室,宜住2人,￥188,,"
                                        5.0
                                    ",整租,suzhou
单身公寓/近地铁/可做饭/长短租/北欧风,1室,宜住2人,￥158,,"
                                        5.0
                                    ",整租,suzhou
淀山湖边的湖景房 私家院子/有儿童游玩的地方/近虹桥机场/近虹桥火车站/近周庄,2室,宜住4人,￥330,,"
                                        5.0
                                    ",整租,suzhou
【HSKK高端民宿】高端美式复古/楼下即是观前街地铁口/可步行或单车/拙政园/亲子/情侣/山塘街/,1室,宜住3人,￥400,,"
                                        5.0
                                    ",整租,suzhou
